Index|Romaji construction|Kana construction|Alternate Spellings|Common|Extra keywords Jap|Preposition|Kanji Root|Latin Root|Exception index|MeaningEN|Extra keywordsEN|MeaningFR|Extra keywordsFR|MeaningES|Extra keywordsES|
18203|torihazusu|取り外す|取外す, 取りはずす|1||を|取り外|torihazu|3|33705||17387||17573||
18204|tatenaosu|立て直す|立直す, 立てなおす,  立直す|1||を|立て直|tatenao|3|33387;33388;33389;35801||17388||17574||
18205|tagayasu|耕す||1||を|耕|tagaya|3|33164||17389||17575||
18206|sumasu|済ます||1||を|済ま|suma|3|33104;33105;33106||17390;17391;17392||17576;17577;17578||
18207|sorasu|逸らす||1||を|逸ら|sora|3|32916;32917;32918||17393||17579||
18208|shimedasu|締め出す|閉め出す|1||を|締め出|shimeda|3|32326||17394||||
18209|tarasu|垂らす||1||を|垂ら|tara|3|33361;33362||17395;17396||17580||
18210|momikesu|もみ消す|揉消す, 揉み消す|0||を|もみ消|momike|3|35703;35704||||||
18211|kangaenaosu|考え直す||1||を|考え直|kangaenao|3|36168||||17581||
18212|itadaku|頂く|戴く|1||を|頂|itada|8|6892;6893;6894;6895;9570;9571||17397;17398;17399;17400;17401||17582||
18213|kiku|聞く|聴く, 訊く|1||を|聞|ki|9|19158;19159;19160;19161;19162;20430||17402;17403;17404;17405;17406;17407||17583;17584;17585;17586;17587||
18214|kiku|聴く|聞く|1||を|聴|ki|10|4682||||||
18215|kiku|訊く|聞く|1||を|訊|ki|11|4683||||||
18216|kawaku|乾く||1|||乾|kawa|12|4694||17408||17588||
18217|kaku|書く||1||を|書|ka|7|4670;8242||17409;17410||17589||
18218|hataraku|働く||1|||働|hatara|7|4672;8756;8757;8758;23102||17411;17412;17413;17414||17590;17591;17592;17593||
18219|tsuku|付く||0||に|付|tsu|7|4674;9017;9018;9019;9020;9021;9022;9023;9024;9025;9026;9027;9028;9029;15363||17415;17416;17417;17418;17419;17420;17421;17422;17423;17424;17425;17426;17427;17428||17594||
18220|tsuku|着く||1|||着|tsu|7|4675;8019;8020||17429;17430||17595;17596||
18221|saku|咲く||1|||咲|sa|7|4676||17431||17597||
18222|kiduku|気づく|kizuku, 気付く|1||を|気づ|kidu|7|18282||17432||17598||
18223|todoku|届く||1|||届|todo|7|4678;7977;7978||17433;17434;17435||17599||
18224|hiku|引く|曳く, 牽く|1||を|引|hi|7|4679;11458;11459;11460;11461;11462;11463;11464;11465;11466;11467;11468;11469;11470;11471;11472;11473;11474;11475;11476||17436;17437;17438;17439;17440;17441;17442;17443;17444;17445;17446;17447;17448;17449||17600;17601;17602;17603;17604;17605;17606;17607;17608;17609;17610;17611||
18225|hiku|弾く||1||を|弾|hi|7|4680;17033||17450||17612||
18226|suku|空く||1|||空|su|7|4684;17842;17843||17451;17452||17613;17614||
18227|aruku|歩く||1||を|歩|aru|7|4685||17453||17615||
18228|migaku|磨く||1||を|磨|miga|7|4686||17454||17616||
18229|ugoku|動く||1|||動|ugo|7|4687;17956;17957;17958;17959;17960;17961||17455;17456;17457;17458;17459;17460||17617||
18230|aku|開く|空く, 明く,  空く|1||が|開|a|7|4688;12681;12682;12683;12684;12685;12686;12687;12688;12689;18570||17461;17462;17463;17464;17465;17466;17467;17468;17469||17618;17619;17620;17621;17622;17623||
18231|aku|明く||1|||明|a|7|4690;4689||||||
18232|naku|泣く|哭く|1|||泣|na|7|4691||17470||17624||
18233|naku|鳴く|啼く|1|||鳴|na|7|4692;36650;36651||17471;17472||17625;17626||
18234|odoroku|驚く|愕く, 駭く|1|||驚|odoro|7|4693||17473||17627||
18235|fuku|拭く||1||を|拭|fu|7|4696||17474||17628||
18236|fuku|吹く||1||を|吹|fu|7|4697;7359;7360;7361;7362||17475;17476;17477;17478;17479;17480||17629||
18237|haku|掃く||1||を|掃|ha|7|4698||17481||17630||
18238|haku|履く|着く, 佩く, 帯く, 穿く|1||を|履|ha|7|4699;10447;10448;10449||17482||17631||
18239|haku|吐く||1||を|吐|ha|7|4700;35248;35249;35250||17483;17484;17485;17486||17632;17633;17634||
18240|hiku|退く||1|||退|hi|7|4701;36596;36597||||||
18241|hiku|轢く||1||を|轢|hi|7|4702||17487||17635||
18242|hiku|挽く||0||を|挽|hi|7|4703||||17636;17637||
18243|hiku|惹く||0||を|惹|hi|7|4704||||17638||
18244|hiraku|開く||1|||開|hira|7|4705;17037;17038;17039;17040;17041;17042;17043;17044;17045;17046;17047;17048;17049;17050;17051;4706||17488;17489;17490;17491;17492;17493;17494;17495;17496;17497;17498;17499;17500;17501;17502||17639||
18245|hiraku|啓く||0||を|啓|hira|7|4707||||||
18246|hiraku|拓く||0||を|拓|hira|7|4708||||||
18247|hodoku|解く||1||を|解|hodo|7|4709;7122||17503||17640||
18248|kagayaku|輝く||1|||輝|kagaya|7|4710||17504||17641||
18249|katamuku|傾く||1|||傾|katamu|7|4711||17505;17506||17642||
18250|kudaku|砕く||1||を|砕|kuda|7|4712||17507||17643||
18251|kudoku|口説く||0||を|口説|kudo|7|4713||||||
18252|maneku|招く||1||を|招|mane|7|4714;22053;22054;22055||17508;17509;17510;17511||17644||
18253|motozuku|基ずく||0|||基ず|motozu|7|4715||||||
18254|oku|置く||1|||置|o|7|4716;7174;7175;7176;7177;7178;7179;7180;7181;7182;36668;36669||17512;17513;17514;17515;17516;17517;17518;17519||17645;17646;17647||
18255|shiku|敷く|布く|1||を|敷|shi|7|4717;35770;35771||17520;17521;17522||17648||
18256|toku|解く||1||を|解|to|7|11982;11983;11984;11985;11986;11987;11988||17523;17524;17525;17526;17527;17528;17529||17649||
18257|tsuduku|続く|tsuzuku|1|||続|tsudu|7|4719;16544;16545;16546;16547;16548||17530;17531;17532;17533;17534;17535||17650||
18258|yaku|焼く||1|||焼|ya|7|4720;6247;4729;6248||17536;17537;17538;17539;17540;17541;17542||17651;17652;17653||
18259|oku|措く||0|||措|o|7|4721||||17654||
18260|shiku|若く||0||を|若|shi|7|4722||||||
18261|shiku|頻く||0|||頻|shi|7|4723||||||
18262|shikushikunaku|しくしく泣く||0|||しくしく泣|shikushikuna|7|4724||||||
18263|toku|梳く||1||を|梳|to|7|4725||||||
18264|toku|説く||1||を|説|to|7|4726||17543||17655||
18265|toku|溶く||1||を|溶|to|7|4727||17544||17656||
18266|yuku|征く||0||を|征|yu|7|4731||||||
18267|dearuku|出歩く||0|||出歩|dearu|7|4732||||||
18268|mukatsuku|ムカつく||1|||ムカつ|mukatsu|7|4733;1628|you fucking piss me off|||||
18269|tatakainuku|戦い抜く||0||を|戦い抜|tatakainu|7|4734;23417||||17657||
18270|hikisaku|引き裂く||1||を|引き裂|hikisa|7|4735||17545||17658||
18271|waku|沸く||1||を|沸|wa|7|4736||17546;17547||17659||
18272|muku|向く||1|||向|mu|7|9788;9789;9790;9791;9792||17548;17549;17550||17660||
18273|maku|巻く|捲く|1||を|巻|ma|7|4738;16062;16063;16064;16065||17551;17552;17553;17554;17555||17661||
18274|nozoku|除く||1||を|除|nozo|7|4739;17459||17556;17557||17662||
18275|habuku|省く||1||を|省|habu|7|4740||17558;17559||17663||
18276|hibiku|響く||1|||響|hibi|7|4741||17560;17561;17562;17563||17664||
18277|tsuku|就く|即く|1|||就|tsu|7|4742;10546;10547;10548||17564;17565;17566;17567||17665||
18278|furimuku|振り向く|振向く|1|||振り向|furimu|7|4743||17568||17666||
18279|motoduku|基づく|基付く, 基く|1|||基づ|motodu|7|4744||17569||17667||
18280|kuttsuku|くっ付く|食っ付く|1|||くっ付|kuttsu|7|4745||17570;17571||17668||
18281|maku|撒く||1||を|撒|ma|7|4746||17572;17573;17574||17669||
18282|kaku|掻く|搔く|1||を|掻|ka|7|4747;8240;8241||17575;17576;17577||17670;17671;17672||
18283|nagabiku|長引く|長びく|1|||長引|nagabi|7|4748||17578||17673||
18284|tsuku|突く|衝く, 撞く, 捺く|1||を|突|tsu|7|10215;10216;10217;10218;10219||17579;17580;17581;17582;17583||17674;17675||
18285|uku|浮く||1|||浮|u|7|19861;19862;19863;19864;19865;19866;19867||17584;17585;17586;17587;17588;17589;17590||17676||
18286|taku|炊く||1||を|炊|ta|7|4751||17591;17592||17677||
18287|waku|湧く|涌く|1|||湧|wa|7|4752;36100;36101;36102||17593;17594;17595;17596||17678||
18288|sabaku|裁く||1||を|裁|saba|7|4753||17597||17679||
18289|torimaku|取り巻く|取巻く, 取りまく|1||を|取り巻|torima|7|12010||17598||17680||
18290|torinozoku|取り除く|取除く|1||を|取り除|torinozo|7|4755||17599||17681||
18291|nageku|嘆く|歎く|1|||嘆|nage|7|4756||17600||17682||
18292|kizuku|築く||1||を|築|kizu|7|8810;8811||17601||17683||
18293|michibiku|導く||1||を|導|michibi|7|4758||17602||17684||
18294|yurameku|揺らめく||0|||揺らめ|yurame|7|4760||||||
18295|habataku|羽撃く|羽ばたく|1|||羽撃|habata|7|4761||||||
18296|yoritsuku|寄り付く|寄りつく, 寄付く|0|||寄り付|yoritsu|7|4762||||||
18297|tataku|叩く|敲く|1||を|叩|tata|7|4764;11959;11960;11961;11962;11963||17603;17604;17605;17606;17607||17685;17686;17687||
18298|matataku|瞬く|mabataku, madataku,  mabataku|1|||瞬|matata|7|4765;7822;7823;19321||17608||17688||
18299|mabiku|間引く||0||を|間引|mabi|7|4767||||||
18300|minuku|見抜く||0||を|見抜|minu|7|4768||||17689||
18301|baramaku|ばら撒く|ばら蒔く|0||を|ばら撒|barama|7|4769||17609||17690||
18302|kiku|効く|利く|1|||効|ki|7|4770;13013||17610;17611||17691||
18303|nozoku|覗く|覘く, 窺く, 臨く|1|||覗|nozo|7|4772;4773||17612;17613;17614;17615;17616;17617;17618||17692;17693;17694;17695;17696;17697;17698||
18304|unazuku|頷く|首肯く, 肯く, unaduku, 点頭く, 首肯く|1|||頷|unazu|7|4774||17619||17699||
18305|boyaku|ぼやく||0|||ぼや|boya|7|4775||||17700||
18306|tsuranuku|貫く||1||を|貫|tsuranu|7|4776||17620||17701||
18307|kaku|欠く|闕く|1||を|欠|ka|7|4777;8256||17621||17702||
18308|omomuku|赴く|趣く, 趨く, omobuku,  趣く|0||を|赴|omomu|7|19420;19421;19422||17622||17703||
18309|saku|裂く|割く|1||を|裂|sa|7|4779;8426;8427;8428;8429||17623;17624;17625;17626;17627||17704||
18310|saku|割く||1||を|割|sa|7|4780||||||
18311|kirisaku|切り裂く|切裂く|0||を|切り裂|kirisa|7|4781||||||
18312|egaku|描く|kaku, 画く,  kaku|1||を|描|ega|7|8153;8154;8155;18706;18707||17628;17629||17705||
18313|omoiegaku|思い描く||0||を|思い描|omoiega|7|9870||||||
18314|tsumazuku|躓く|tsumaduku|1|||躓|tsumazu|7|4784||17630;17631||17706||
18315|oitsuku|追いつく|追い着く, 追い付く, 追付く, おい付く, 追着く|1|||追いつ|oitsu|7|7873;7874||17632;17633||17707||
18316|tadoritsuku|たどり着く||0|||たどり着|tadoritsuku|7|7965||||17708||
18317|waribiku|割り引く|割引く|1||を|割り引|waribi|7|8618||17634||17709||
18318|kizutsuku|傷つく|疵つく, 疵付く, 傷付く|0|||傷つ|kizutsu|7|8817;8818;8819||17635||17710||
18319|ochitsuku|落ち着く|落ち付く, 落着く, 落ちつく, 落付く|1|||落ち着|ochitsu|7|8922;8923;8924;8925;8926;8927||17636;17637;17638;17639;17640||17711||
18320|tsuku|吐く||1||を|吐|tsu|7|10543;10544;10545||17641;17642;17643||17712;17713;17714||
18321|tsuku|点く||1|||点|tsu|7|10549;10550||17644;17645||17715;17716||
18322|netsuku|寝付く||1|||寝付|netsu|7|11031;11032||17646||17717||
18323|shirizoku|退く|斥く, shizoku,  斥く|1|||退|shirizo|7|11907;11908;11909;11910||||17718||
18324|muku|剥く||1||を|剥|mu|7|11743||17647||17719||
18325|kamitsuku|噛み付く|噛みつく, かみ付く, 噛付く|1|||噛み付|kamitsu|7|11573;11574||17648||17720||
18326|sasayaku|囁く|私語く|1|||囁|sasaya|7|13244;13245;19527||17649;17650||17721||
18327|nuku|抜く||1|||抜|nu|7|15088;15089;15090;15091;15092;15093;15094;15095;15096;15097;15098;15099;15100;15101;15102;20580||17651;17652;17653;17654;17655||17722||
18328|hajiku|弾く||1||を|弾|haji|7|16974;16975;16976;16977||17656||||
18329|tsutsuku|突く|突付く, 突つく|1||を|突|tsutsu|7|19846;19847;19848;19849||||17723;17724||
18330|tachinoku|立ち退く|立退く|1|||立ち退|tachino|7|21338;21339||17657||17725||
18331|idaku|抱く|懐く, udaku, daku|1|||抱|ida|7|21052;21053;21054;21055||17658;17659;17660;17661||17726;17727;17728;17729;17730||
18332|hozaku|ほざく||0||を|ほざ|hoza|7|23121||||||
18333|azamuku|欺く||1||を|欺|azamu|7|23782;23783||17662||17731||
18334|uzumaku|渦巻く|うず巻く|0|||渦巻|uzuma|7|23957;23958;23959||||||
18335|chikaduku|近づく|近付く, chikazuku|1|||近づ|chikadu|7|24186;24187||17663||17732||
18336|demuku|出向く||1|||出向|demu|7|24602||||||
18337|doyomeku|響めく|響く, 響動めく|1|||響め|doyome|7|24785;24786||17664||||
18338|doku|退く|noku|1|||退|do|7|24675;24676||17665;17666||17733||
18339|hikinuku|引き抜く|引抜く, 引きぬく|1||を|引き抜|hikinu|7|26326;26327||17667||17734;17735;17736;17737||
18340|hizamazuku|跪く|hizamaduku|1|||跪|hizamazu|7|26595||17668||17738||
18341|hirameku|閃く|hiromeku|1|||閃|hirame|7|26467;26468;26469||17669||17739||
18342|hittsuku|引っ付く|引っつく|1|||引っ付|hittsu|7|26576;26577||17670||17740||
18343|ikitodoku|行き届く|行きとどく, yukitodoku|1|||行き届|ikitodo|7|27039||17671||17741||
18344|kataduku|片付く|片づく|1|||片付|katadu|7|28308;28309;28310;28311||17672;17673;17674;17675||17742||
18345|kawaku|渇く||1|||渇|kawa|7|28353;28354||17676;17677||17743||
18346|tsuku|搗く|舂く|0||を|搗|tsu|7|28792||||17744||
18347|omoitsuku|思いつく|思い付く|1|||思いつ|omoitsu|7|30788;30789;30790;30791||17678;17679||17745||
18348|oinuku|追い抜く|追抜く|1||を|追い抜|oinu|7|30744;30745||17680;17681||17746||
18349|nabiku|靡く||1|||靡|nabi|7|30274;30275||17682||17747||
18350|musubitsuku|結びつく|結び付く|1|||結びつ|musubitsu|7|30251;30252||||17748||
18351|mogaku|藻掻く|踠く|1|||藻掻|moga|7|30069;30070||17683||||
18352|maku|蒔く|播く|1||を|蒔|ma|7|29740;29741||||17749||
18353|magotsuku|間誤付く||1|||間誤付|magotsu|7|29707||17684||||
18354|zawameku|騒めく||1|||騒め|zawame|7|34448||17685||17750||
18355|yoromeku|蹌踉めく||1|||蹌踉め|yorome|7|34272;34273||17686||17751||
18356|wameku|喚く|叫く|1|||喚|wame|7|34087||17687||17752||
18357|utsumuku|俯く|うつ向く, 俯向く|1|||俯|utsumu|7|34042||17688||17753||
18358|urotsuku|彷徨く||1|||彷徨|urotsu|7|34020;34021||17689||||
18359|tsubuyaku|呟く||1|||呟|tsubuya|7|33839;33840||17690||17754||
18360|tatetsuku|楯突く|盾突く, たて突く, 盾つく, 楯つく|1|||楯突|tatetsu|7|33391||17691||17755||
18361|somuku|背く|叛く|1|||背|somu|7|32892||17692||17756||
18362|taku|焚く||1||を|焚|ta|7|33283;33284;33285||17693;17694;17695||17757||
18363|komarinuku|困り抜く||0|||困り抜|komarinu|7|35661||||||
18364|nazomeku|謎めく||0|||謎め|nazome|7|35905||||17758||
18365|iku|行く|往く, 逝く, yuku, 往く|1|||行|i|15|4668;35280;35281;35282;35283;35284;35285;35286;35287||17696;17697;17698;17699;17700;17701;17702;17703;17704;17705||17759;17760||
18366|tsureteiku|連れて行く|つれて行く, 連れていく, 連れてゆく, tsureteyuku|1||を|連れて行|tsuretei|16|12057||17706||17761||
18367|umakuiku|上手くいく||0|||上手くい|umakui|17|18533||||||
18368|motteiku|持っていく||1||を|持ってい|mottei|18|4728||17707||17762||
18369|jideiku|地でいく||0|||地でい|jidei|19|5323||||||
18370|tsuiteiku|ついて行く||0|||ついて行|tsuitei|20|5356||||||
18371|tachiiku|立ち行く||1|||立ち行|tachii|21|4749||||||
18372|umakuyatteiku|うまくやって行く||0|||うまくやって行|umakuyattei|22|4952||||||
18373|ikiteiku|生きていく|ikiteyuku, 生きてゆく, 生きて行く|0|||生きてい|ikitei|23|4959||||||
18374|yatteiku|やって行く||0|||やって行|yattei|24|5007||||||
18375|modotteiku|戻って行く||0|||戻って行|modottei|25|5009||||||
18376|iiseniku|いい線行く||1|||いい線行|iiseni|26|5028||||||
18377|shikkuriiku|しっくり行く||0|||しっくり行|shikkurii|27|5061||||||
18378|deteiku|出て行く||0|||出て行|detei|28|5071||||||
18379|hatteiku|はって行く||0|||はって行|hattei|29|5159||||||
18380|sariiku|去り行く||0|||去り行|sarii|30|5202||||||
18381|yoiseniku|良い線行く||1|||良い線行|yoiseni|31|5273||||||
18382|oiteiku|置いて行く||0|||置いて行|oitei|32|5274||||||
18383|utsuriyuku|移り行く||0|||移り行|utsuriyu|35|5278||||17763||
18384|sodachiyuku|育ち行く||0|||育ち行|sodachiyu|36|5285||||17764||
18385|saeyuku|冴え行く||0|||冴え行|saeyu|37|5298||||||
18386|michiyuku|道行く||0|||道行|michiyu|38|4750||||||
18387|sugiyuku|過ぎ行く||0|||過ぎ行|sugiyu|39|4778||||||
18388|kureyuku|暮れゆく||0|||暮れゆ|kureyu|40|4783||||||
18389|ochiyuku|落ちゆく||0|||落ちゆ|ochiyu|41|4905;4908;4909||||||
18390|kokoroyuku|心ゆく||0|||心ゆ|kokoroyu|42|4919||||||
18391|usureyuku|薄れ行く||0|||薄れ行|usureyu|43|5223||||||
18392|teku|てく||0|||て|te|44|5277||||||
18393|oyogu|泳ぐ||1|||泳|oyo|46|4785||17708||17765||
18394|isogu|急ぐ||1|||急|iso|46|4786||17709||17766||
18395|aogu|仰ぐ||1||を|仰|ao|46|4787;9326;9327;9328;9329;9330||17710||17767||
18396|kasegu|稼ぐ||1|||稼|kase|46|4788||17711;17712;17713||17768||
18397|katsugu|担ぐ||1||を|担|katsu|46|4789;11597;11598;11599||17714;17715;17716;17717||17769||
18398|nugu|脱ぐ||1||を|脱|nu|46|4790||17718||17770||
18399|sawagu|騒ぐ||1|||騒|sawa|46|4791||17719;17720;17721;17722;17723;17724||17771||
18400|tsugu|注ぐ||1||を|注|tsu|46|4792;12026||17725||17772||
18401|tsunagu|繋ぐ||1||を|繋|tsuna|46|35949;35950;35951;35952;35953||17726;17727;17728;17729;17730||17773||
18402|tsugu|次ぐ|亜ぐ|1|||次|tsu|46|4794||17731||17774||
18403|tsugu|継ぐ|襲ぐ, 続ぐ, 嗣ぐ|1||を|継|tsu|46|4795;6736;6737;12027;19821;19822;19823||17732||17775||
18404|tsugu|接ぐ||0||を|接|tsu|46|4796||17733;17734;17735;17736||||
18405|mitsugu|貢ぐ||0||を|貢|mitsu|46|4797||17737||17776||
18406|kagu|嗅ぐ||1||を|嗅|ka|46|4798||17738||17777||
18407|yuragu|揺らぐ||1|||揺ら|yura|46|4799||17739||17778||
18408|kogu|漕ぐ||1||を|漕|ko|46|4800||17740||17779||
18409|fusagu|塞ぐ||1||を|塞|fusa|46|4801;8751;8752;8753;8754||17741;17742;17743;17744;17745||17780||
18410|sosogu|注ぐ|潅ぐ, 灌ぐ, 濺ぐ, 漑ぐ|1||を|注|soso|46|4802;35431;35432;35433;35434;35435||17746;17747||17781||
18411|fusegu|防ぐ||1||を|防|fuse|46|4803||17748||17782||
18412|aitsugu|相次ぐ||1|||相次|aitsu|46|8706||17749||17783||
18413|totsugu|嫁ぐ||1|||嫁|totsu|46|12019;12020||17750||17784||
18414|hikitsugu|引き継ぐ|引継ぐ, 引きつぐ|1||を|引き継|hikitsu|46|18258||17751||17785||
18415|yawaragu|和らぐ||1|||和ら|yawara|46|18440||17752||17786||
18416|kutsurogu|寛ぐ||1|||寛|kutsuro|46|22028||17753||17787||
18417|uketsugu|受け継ぐ|受けつぐ|1||を|受け継|uketsu|46|23461||17754||17788||
18418|aogu|扇ぐ|煽ぐ|1||を|扇|ao|46|23689;23690||17755;17756||17789||
18419|hagu|剥ぐ|折ぐ, hegu|1||を|剥|ha|46|25906;25907||17757||17790||
18420|hashagu|燥ぐ||1|||燥|hasha|46|26150||17758||17791||
18421|yasuragu|安らぐ||1|||安ら|yasura|46|34168||||17792||
18422|toritsugu|取り次ぐ|取次ぐ, 取り継ぐ, 取継ぐ|1||を|取り次|toritsu|46|33728;33729;33730||17759||17793||
18423|togu|研ぐ|磨ぐ, 砥ぐ|1||を|研|to|46|33611;33612;33613||17760;17761||17794||
18424|shinogu|凌ぐ||1||を|凌|shino|46|32410;32411;32412||17762||17795||
18425|yobu|呼ぶ|喚ぶ, 招ぶ|1||を|呼|yo|48|4804;15385;15386;15387;15388;15389;19890;19891||17763;17764;17765;17766;17767;17768||17796||
18426|tobu|跳ぶ||1|||跳|to|48|4805||||||
18427|tobu|飛ぶ|跳ぶ, 翔ぶ|1|||飛|to|48|4806;35467;35468||17769;17770||17797||
